batch_id,hour,pH,temperature_C,dissolved_oxygen_pct,feed_rate_L_hr,biomass_g_L
B2026-0148,66,6.22,29.09,35.62,3.29,34.1
B2026-0148,72,6.31,29.09,32.07,3.49,34.87
B2026-0149,0,6.04,29.8,68.46,1.27,4.59
B2026-0149,6,6.04,30.17,67.32,1.43,12.07
B2026-0149,12,6.05,30.08,65.03,1.47,20.74
B2026-0149,18,5.91,30.05,69.27,1.97,26.01
B2026-0149,24,5.88,30.2,63.03,2.14,29.86
B2026-0149,30,5.85,30.04,59.59,2.43,28.3
B2026-0149,36,5.89,29.79,60.91,2.48,31.9
B2026-0149,42,5.79,29.96,57.46,2.68,33.25
B2026-0149,48,5.68,30.0,57.34,3.2,32.83
B2026-0149,54,5.69,30.08,50.92,3.09,32.89
B2026-0149,60,5.62,29.8,55.2,3.49,34.1
B2026-0149,66,5.58,30.05,52.93,3.66,34.87
B2026-0149,72,5.53,30.05,52.6,4.06,36.42
B2026-0150,0,6.3,29.81,30.89,1.25,1.98
B2026-0150,6,6.23,29.79,33.03,1.9,11.76
B2026-0150,12,6.25,29.74,29.98,2.12,20.95
B2026-0150,18,6.13,29.96,23.29,2.46,23.56
B2026-0150,24,6.11,29.5,24.67,2.75,26.19
B2026-0150,30,6.12,29.81,25.99,2.89,27.75
B2026-0150,36,6.04,30.05,23.28,3.13,34.19
B2026-0150,42,6.06,29.93,21.34,3.51,33.14
B2026-0150,48,5.82,29.87,18.8,3.64,32.55
B2026-0150,54,5.81,29.54,20.03,4.04,29.84
B2026-0150,60,5.83,29.94,15.39,4.41,35.47
B2026-0150,66,5.74,29.79,13.47,4.37,32.03
B2026-0150,72,5.73,29.71,13.35,4.94,35.2
B2026-0151,0,5.68,29.72,49.8,1.28,3.34
B2026-0151,6,5.7,29.41,43.26,1.59,12.39
B2026-0151,12,5.46,29.61,43.58,1.9,20.9
B2026-0151,18,5.6,29.53,41.11,1.87,25.53
B2026-0151,24,5.49,29.78,42.72,2.28,25.15
B2026-0151,30,5.45,29.74,38.27,2.6,28.51
B2026-0151,36,5.39,29.75,40.87,2.81,29.48
B2026-0151,42,5.36,29.82,38.53,3.15,31.07
B2026-0151,48,5.34,29.51,35.69,3.24,35.02
B2026-0151,54,5.25,29.86,30.82,3.48,32.19
B2026-0151,60,5.36,29.66,32.91,3.78,31.51
B2026-0151,66,5.14,29.82,31.35,3.74,33.36
B2026-0151,72,5.19,29.85,32.03,4.14,36.35
B2026-0152,0,6.56,30.67,39.93,0.61,5.27
B2026-0152,6,6.5,30.38,35.43,1.22,12.01
B2026-0152,12,6.58,30.37,34.9,1.35,18.97
B2026-0152,18,6.44,30.24,34.25,1.4,21.65
B2026-0152,24,6.37,30.37,33.72,1.69,26.38
B2026-0152,30,6.32,30.85,31.14,1.66,28.61
B2026-0152,36,6.3,30.45,32.26,1.89,32.42
B2026-0152,42,6.34,30.47,29.59,2.14,30.33
B2026-0152,48,6.38,30.36,26.55,2.03,31.07
B2026-0152,54,6.25,30.77,24.53,2.38,33.79
B2026-0152,60,6.21,30.77,27.13,2.47,34.69
B2026-0152,66,6.15,30.43,20.31,2.57,35.93
B2026-0152,72,6.14,30.4,21.44,2.97,31.88
B2026-0153,0,5.86,30.54,51.22,1.01,4.18
B2026-0153,6,5.9,29.86,49.39,1.32,10.32
B2026-0153,12,5.81,30.22,47.4,1.54,17.55
B2026-0153,18,5.67,30.13,47.59,1.83,23.49
B2026-0153,24,5.65,30.18,45.76,2.08,26.11
B2026-0153,30,5.52,30.14,41.74,2.13,28.53
B2026-0153,36,5.68,30.23,43.1,2.28,30.35
B2026-0153,42,5.48,30.17,37.44,2.83,32.61
B2026-0153,48,5.61,30.17,35.91,2.77,33.24
B2026-0153,54,5.62,30.3,35.62,3.09,33.41
B2026-0153,60,5.59,30.42,35.31,3.35,34.34
B2026-0153,66,5.46,30.18,31.51,3.68,34.24
B2026-0153,72,5.44,30.48,32.66,3.82,39.23
B2026-0154,0,5.97,30.06,45.81,1.72,2.06
B2026-0154,6,5.87,30.39,44.25,1.81,14.4
B2026-0154,12,5.83,30.0,40.43,2.19,19.47
B2026-0154,18,5.79,30.05,41.08,2.54,22.34
B2026-0154,24,5.75,30.04,39.3,2.74,30.0
B2026-0154,30,5.76,30.21,40.18,3.08,28.28
B2026-0154,36,5.84,30.22,37.35,3.35,31.32
B2026-0154,42,5.75,30.13,36.86,3.6,33.47
B2026-0154,48,5.61,30.17,35.17,3.91,31.62
B2026-0154,54,5.66,30.33,31.97,4.11,34.0
B2026-0154,60,5.58,29.98,31.29,4.53,30.37
B2026-0154,66,5.51,30.33,30.12,4.84,33.72
B2026-0154,72,5.39,29.95,29.56,5.12,36.18
B2026-0155,0,6.1,30.41,49.09,1.04,4.19
B2026-0155,6,6.14,30.54,50.03,1.26,11.41
B2026-0155,12,6.02,30.62,50.44,1.72,18.73
B2026-0155,18,6.02,30.39,46.33,1.77,22.58
B2026-0155,24,5.95,30.29,44.12,2.06,27.26
B2026-0155,30,5.92,30.16,44.39,2.18,29.21
B2026-0155,36,5.96,30.1,46.94,2.45,31.42
B2026-0155,42,5.81,30.46,40.76,2.63,31.13
B2026-0155,48,5.79,30.35,39.77,2.89,31.78
B2026-0155,54,5.72,30.22,38.77,3.2,34.65
B2026-0155,60,5.73,30.34,35.92,3.13,33.57
B2026-0155,66,5.66,30.13,33.54,3.57,32.51
B2026-0155,72,5.6,30.52,29.89,3.75,32.68
B2026-0156,0,5.56,30.4,53.43,0.91,6.03
B2026-0156,6,5.61,30.58,51.06,0.97,13.49
B2026-0156,12,5.57,30.69,54.38,1.27,23.03
B2026-0156,18,5.48,30.39,51.01,1.22,23.7
B2026-0156,24,5.33,30.35,48.84,1.6,28.5
B2026-0156,30,5.34,30.74,47.78,1.68,26.72
B2026-0156,36,5.32,30.59,46.24,1.82,31.15
B2026-0156,42,5.22,30.42,47.14,2.1,31.81
B2026-0156,48,5.36,30.24,40.79,2.35,33.71
B2026-0156,54,5.21,30.42,39.54,2.32,33.75
B2026-0156,60,5.19,30.26,40.1,2.39,32.42
B2026-0156,66,5.22,30.76,41.87,2.69,33.81
B2026-0156,72,5.1,30.49,35.56,2.93,31.38
B2026-0157,0,6.21,28.64,45.85,1.53,4.89
B2026-0157,6,6.28,28.33,43.22,1.74,10.48
B2026-0157,12,6.06,28.38,46.84,2.11,19.13
B2026-0157,18,6.05,28.62,46.54,2.34,26.18
B2026-0157,24,6.09,28.53,42.01,2.79,29.61
B2026-0157,30,6.05,28.61,38.78,3.14,27.71
B2026-0157,36,5.99,28.96,33.03,3.36,31.21
B2026-0157,42,5.92,28.49,36.64,3.6,32.33
B2026-0157,48,5.87,28.83,34.37,3.99,31.84
B2026-0157,54,5.91,28.63,34.13,4.1,32.33
B2026-0157,60,5.91,28.41,32.99,4.4,35.41
B2026-0157,66,5.73,28.38,28.7,4.74,34.81
B2026-0157,72,5.73,28.36,28.48,4.97,35.4
B2026-0158,0,6.54,29.74,55.6,1.53,3.76
B2026-0158,6,6.39,29.83,51.21,1.55,11.89
B2026-0158,12,6.36,29.71,53.69,1.96,20.47
B2026-0158,18,6.38,29.71,45.59,2.12,20.18
B2026-0158,24,6.21,29.72,49.25,2.27,29.13
B2026-0158,30,6.31,29.71,49.91,2.77,29.91
B2026-0158,36,6.19,29.66,42.66,2.83,29.23
B2026-0158,42,6.18,29.78,40.01,2.93,31.23
B2026-0158,48,6.15,29.67,41.85,3.25,30.67
B2026-0158,54,6.08,29.71,40.19,3.6,34.08
B2026-0158,60,6.11,29.65,36.07,3.99,34.47
B2026-0158,66,5.97,29.79,39.78,4.3,34.58
B2026-0158,72,6.05,29.56,35.98,4.3,34.95
B2026-0159,0,6.35,28.51,25.37,1.02,6.47
B2026-0159,6,6.24,28.54,24.97,1.43,11.31
B2026-0159,12,6.19,28.3,23.36,1.55,14.2
B2026-0159,18,6.11,28.34,22.07,1.85,26.25
B2026-0159,24,6.1,28.52,21.9,2.18,27.51
B2026-0159,30,6.06,28.58,14.48,2.55,31.53
B2026-0159,36,6.02,28.26,20.17,2.44,31.61
B2026-0159,42,5.88,28.81,13.28,2.75,28.81
B2026-0159,48,5.92,28.41,16.85,2.92,34.55
B2026-0159,54,5.82,28.43,12.47,3.25,34.01
B2026-0159,60,5.88,28.51,12.73,3.31,34.48
B2026-0159,66,5.89,28.22,10.81,3.72,36.4
B2026-0159,72,5.8,28.49,9.11,3.78,33.85
B2026-0160,0,5.51,30.25,59.62,1.01,4.41
B2026-0160,6,5.62,30.17,55.29,0.96,13.38
B2026-0160,12,5.46,30.12,57.46,1.68,21.7
B2026-0160,18,5.54,30.29,56.73,1.93,23.53
B2026-0160,24,5.35,30.4,52.52,2.12,26.0
B2026-0160,30,5.44,29.66,49.99,2.17,29.84
B2026-0160,36,5.41,29.86,50.54,2.54,34.32
B2026-0160,42,5.34,29.96,45.1,2.83,33.1
B2026-0160,48,5.26,29.78,44.19,2.9,33.38
B2026-0160,54,5.1,30.12,41.34,3.2,33.77
B2026-0160,60,5.15,30.17,43.6,3.41,34.01
B2026-0160,66,5.14,29.98,41.83,3.67,33.45
B2026-0160,72,5.13,29.89,35.59,3.7,34.99
B2026-0161,0,6.1,29.77,49.61,1.43,2.67
B2026-0161,6,5.98,29.96,48.72,1.71,11.47
B2026-0161,12,6.03,30.13,43.49,1.94,21.09
B2026-0161,18,5.91,30.17,47.49,2.17,23.08
B2026-0161,24,6.0,29.97,37.96,2.45,27.53
B2026-0161,30,5.94,29.86,40.54,2.85,29.05
B2026-0161,36,5.76,30.18,39.07,3.13,28.71
B2026-0161,42,5.81,30.07,37.74,3.12,28.41
B2026-0161,48,5.86,30.03,38.67,3.64,33.74
B2026-0161,54,5.71,30.07,37.62,3.81,36.31
B2026-0161,60,5.6,29.76,35.14,3.96,36.96
B2026-0161,66,5.73,30.23,33.35,4.22,31.72
B2026-0161,72,5.7,29.77,33.17,4.67,34.32
B2026-0162,0,6.44,30.8,54.22,1.26,6.09
B2026-0162,6,6.38,30.64,55.65,1.05,13.45
B2026-0162,12,6.37,30.61,53.4,1.5,18.27
B2026-0162,18,6.34,30.57,51.61,1.47,24.02
B2026-0162,24,6.25,30.65,49.07,1.9,28.41
B2026-0162,30,6.23,30.8,47.29,2.06,28.69
B2026-0162,36,6.17,30.71,47.35,2.34,31.37
B2026-0162,42,6.03,30.87,42.38,2.41,34.46
B2026-0162,48,6.12,30.88,42.87,2.73,32.43
B2026-0162,54,6.08,30.9,40.24,3.2,33.16
B2026-0162,60,5.91,30.47,35.41,3.1,33.55
B2026-0162,66,5.99,30.73,38.89,3.37,34.23
B2026-0162,72,5.88,30.95,32.56,3.6,34.16
B2026-0163,0,5.54,30.83,36.26,1.38,6.09
B2026-0163,6,5.45,31.13,35.2,1.68,12.57
B2026-0163,12,5.44,30.74,33.37,1.95,19.57
B2026-0163,18,5.39,30.89,31.68,2.41,24.23
B2026-0163,24,5.48,30.84,31.83,2.4,28.93
B2026-0163,30,5.24,30.9,27.8,2.81,28.79
B2026-0163,36,5.2,30.79,29.82,3.08,28.87
B2026-0163,42,5.27,30.7,26.64,3.36,32.92
B2026-0163,48,5.27,30.71,24.8,3.71,31.88
B2026-0163,54,5.07,30.79,22.64,3.66,34.28
B2026-0163,60,4.99,31.03,21.44,4.33,34.9
B2026-0163,66,5.02,30.71,19.3,4.36,35.99
B2026-0163,72,4.94,31.13,19.79,4.61,37.13
B2026-0164,0,5.73,30.17,36.8,1.52,1.53
B2026-0164,6,5.65,30.05,40.42,1.66,12.97
B2026-0164,12,5.75,30.12,37.03,1.99,18.71
B2026-0164,18,5.6,30.21,36.08,2.05,25.1
B2026-0164,24,5.6,30.16,33.77,2.32,29.25
B2026-0164,30,5.59,30.1,32.49,2.65,30.31
B2026-0164,36,5.57,29.92,24.87,2.93,31.46
B2026-0164,42,5.48,30.25,32.13,3.19,33.44
B2026-0164,48,5.39,30.03,21.91,3.34,34.51
B2026-0164,54,5.47,30.24,24.8,3.45,32.22
B2026-0164,60,5.35,30.0,27.03,3.6,33.6
B2026-0164,66,5.2,30.19,21.93,3.96,32.81
B2026-0164,72,5.27,30.06,20.08,4.49,34.69
B2026-0165,0,6.49,29.58,45.6,1.23,7.76
B2026-0165,6,6.4,29.7,43.93,1.14,11.6
B2026-0165,12,6.52,29.74,47.28,1.67,15.55
B2026-0165,18,6.27,29.71,42.89,1.94,22.8
B2026-0165,24,6.35,29.57,41.45,2.2,26.28
B2026-0165,30,6.2,29.59,43.0,2.55,30.68
B2026-0165,36,6.16,29.43,39.86,2.76,31.01
B2026-0165,42,6.14,29.43,37.82,3.03,30.98
B2026-0165,48,6.08,29.84,33.22,3.34,32.68
B2026-0165,54,6.06,29.66,32.14,3.49,34.79
B2026-0165,60,6.11,29.68,30.42,3.59,33.26
B2026-0165,66,6.09,29.8,29.57,3.72,36.52
B2026-0165,72,5.96,29.63,31.27,4.0,33.95
B2026-0166,0,6.23,30.14,46.5,1.13,3.14
B2026-0166,6,6.16,30.25,42.6,1.48,12.55
B2026-0166,12,6.16,30.69,42.39,1.75,20.16
B2026-0166,18,6.12,30.38,41.16,1.94,22.72
B2026-0166,24,6.05,30.34,35.59,2.33,30.07
B2026-0166,30,6.05,30.44,40.11,2.22,30.54
B2026-0166,36,5.97,30.68,35.99,2.72,30.54
B2026-0166,42,6.08,30.26,37.11,2.92,32.6
B2026-0166,48,5.92,30.24,28.02,3.2,32.11
B2026-0166,54,5.94,30.39,34.01,3.4,29.76
B2026-0166,60,5.86,30.29,32.36,3.61,34.8
B2026-0166,66,5.77,30.2,27.58,3.55,33.32
B2026-0166,72,5.66,30.12,27.1,4.07,34.38
B2026-0167,0,6.26,29.49,47.63,1.06,3.91
B2026-0167,6,6.16,29.74,45.55,1.42,14.12
B2026-0167,12,6.23,29.75,40.96,1.54,20.74
B2026-0167,18,6.2,29.91,46.92,1.85,23.22
B2026-0167,24,6.07,29.56,41.11,1.97,25.45
B2026-0167,30,6.11,29.88,42.21,2.22,30.67
B2026-0167,36,6.06,29.62,38.56,2.45,31.78
B2026-0167,42,6.01,29.52,35.63,2.73,32.64
B2026-0167,48,5.94,29.46,38.1,3.04,29.86
B2026-0167,54,6.0,29.6,34.39,3.28,35.94
B2026-0167,60,5.94,29.67,29.68,3.12,35.21
B2026-0167,66,5.92,29.51,30.31,3.51,33.33
B2026-0167,72,5.86,29.66,28.81,4.12,32.28
B2026-0168,0,6.83,29.84,54.36,1.41,5.27
B2026-0168,6,6.74,29.94,52.53,1.53,13.74
B2026-0168,12,6.73,30.06,51.37,1.9,20.85
B2026-0168,18,6.74,30.21,50.67,2.35,22.97
B2026-0168,24,6.62,30.18,50.03,2.42,25.26
B2026-0168,30,6.58,29.9,50.21,2.81,28.0
B2026-0168,36,6.49,29.88,44.06,2.96,32.48
B2026-0168,42,6.45,30.34,41.71,3.08,34.53
B2026-0168,48,6.55,29.97,42.77,3.56,33.05
B2026-0168,54,6.35,29.63,38.74,3.99,36.24
B2026-0168,60,6.37,29.86,39.4,4.09,34.8
B2026-0168,66,6.19,30.47,39.52,4.28,33.13
B2026-0168,72,6.36,30.07,35.86,4.63,34.26
B2026-0169,0,6.34,30.8,32.56,1.06,6.09
B2026-0169,6,6.18,30.57,30.35,1.13,12.19
B2026-0169,12,6.31,30.67,25.05,1.36,19.17
B2026-0169,18,6.19,30.77,28.08,1.59,21.81
B2026-0169,24,6.12,30.6,24.97,1.89,27.43
B2026-0169,30,6.16,30.63,26.98,2.08,29.31
B2026-0169,36,6.1,30.59,18.16,2.12,31.93
B2026-0169,42,6.03,30.67,19.1,2.15,34.13
B2026-0169,48,5.97,30.63,17.87,2.73,34.17
B2026-0169,54,5.88,30.86,17.34,2.7,33.02
B2026-0169,60,5.85,30.49,17.6,2.95,34.82
B2026-0169,66,5.87,30.77,10.37,3.06,35.06
B2026-0169,72,5.74,30.75,10.1,3.36,36.85
B2026-0170,0,6.43,29.33,55.49,1.1,8.2
B2026-0170,6,6.37,29.4,53.08,1.24,12.51
B2026-0170,12,6.36,29.48,51.37,0.91,17.66
B2026-0170,18,6.25,29.56,46.44,1.32,24.09
B2026-0170,24,6.21,29.62,48.92,1.51,28.87
B2026-0170,30,6.11,29.9,48.1,1.67,28.71
B2026-0170,36,6.14,29.7,46.48,1.72,31.46
B2026-0170,42,5.96,29.58,45.62,1.88,29.6
B2026-0170,48,6.06,29.82,41.77,1.99,30.32
B2026-0170,54,6.01,29.43,39.81,2.41,32.72
B2026-0170,60,6.07,29.7,40.38,2.66,33.67
B2026-0170,66,5.91,29.56,37.74,2.64,36.8
B2026-0170,72,5.84,29.64,34.33,2.83,37.69
B2026-0171,0,7.07,30.52,44.74,1.31,3.85
B2026-0171,6,6.99,30.5,45.7,1.68,12.82
B2026-0171,12,7.02,30.51,41.89,1.7,16.75
B2026-0171,18,6.93,30.7,40.47,2.01,23.05
B2026-0171,24,7.01,30.42,40.29,2.3,26.93
B2026-0171,30,6.91,30.57,39.74,2.55,31.76
B2026-0171,36,6.85,30.31,37.84,2.85,30.85
B2026-0171,42,6.79,30.25,31.09,3.25,31.12
B2026-0171,48,6.82,30.32,31.31,3.38,32.69
B2026-0171,54,6.76,30.56,31.4,3.47,31.67
B2026-0171,60,6.77,30.8,28.16,3.67,33.37
B2026-0171,66,6.66,30.54,29.65,4.04,34.04
B2026-0171,72,6.74,30.49,30.35,4.47,35.19
B2026-0172,0,5.96,30.48,43.34,1.31,2.41
B2026-0172,6,6.08,30.62,45.13,1.52,11.2
B2026-0172,12,6.01,30.74,41.34,1.87,18.73
B2026-0172,18,5.92,30.57,39.41,2.11,24.36
B2026-0172,24,5.93,30.56,36.33,2.2,26.76
B2026-0172,30,5.87,30.4,36.94,2.67,30.93
B2026-0172,36,5.91,30.28,32.54,2.78,30.93
B2026-0172,42,5.77,30.39,32.68,3.12,30.0
B2026-0172,48,5.88,30.48,33.8,3.24,33.71
B2026-0172,54,5.71,30.6,29.72,3.75,31.22
B2026-0172,60,5.72,30.49,26.5,4.04,36.67
B2026-0172,66,5.49,30.5,28.36,4.11,36.48
B2026-0172,72,5.65,30.51,29.92,4.42,33.91
B2026-0173,0,5.84,29.52,32.65,1.23,3.64
B2026-0173,6,5.85,29.3,30.01,1.67,12.18
B2026-0173,12,5.91,29.38,33.6,1.85,21.06
B2026-0173,18,5.78,29.37,31.67,2.31,23.19
B2026-0173,24,5.75,29.33,28.91,2.26,23.59
B2026-0173,30,5.65,29.48,24.78,2.61,29.42
B2026-0173,36,5.61,29.47,26.09,2.8,32.33
B2026-0173,42,5.59,29.08,22.39,2.78,32.98
B2026-0173,48,5.59,29.47,22.54,3.35,30.48
B2026-0173,54,5.49,29.12,19.26,3.67,35.1
B2026-0173,60,5.49,29.3,16.41,3.75,35.56
B2026-0173,66,5.44,29.09,17.02,3.74,35.41
B2026-0173,72,5.33,29.15,16.87,4.28,34.78
B2026-0174,0,6.43,30.78,48.73,1.33,3.57
B2026-0174,6,6.33,30.72,49.2,1.34,12.88
B2026-0174,12,6.21,30.53,46.41,1.8,19.08
B2026-0174,18,6.09,30.64,44.34,2.02,23.72
B2026-0174,24,6.11,30.61,43.83,2.35,27.25
B2026-0174,30,6.18,30.85,45.1,2.64,31.49
B2026-0174,36,5.98,30.78,42.96,2.89,29.65
B2026-0174,42,6.05,30.69,42.64,2.79,30.84
B2026-0174,48,5.86,30.7,41.89,3.2,33.0
B2026-0174,54,5.96,30.66,36.51,3.49,32.19
B2026-0174,60,5.88,30.79,36.05,3.84,34.4
B2026-0174,66,5.86,30.79,31.42,3.85,34.02
B2026-0174,72,5.72,30.74,33.12,4.08,35.08
B2026-0175,0,6.27,30.34,30.8,1.01,2.08
B2026-0175,6,6.27,30.53,26.44,1.58,11.62
B2026-0175,12,6.19,30.73,25.4,1.65,18.2
B2026-0175,18,6.25,30.61,22.32,1.7,23.76
B2026-0175,24,6.24,30.32,18.75,1.91,26.21
B2026-0175,30,6.09,30.63,19.69,2.21,29.56
B2026-0175,36,6.09,30.24,19.33,2.32,30.14
B2026-0175,42,6.03,30.48,16.58,2.65,31.56
B2026-0175,48,6.06,30.6,14.62,2.93,31.79
B2026-0175,54,6.06,30.33,12.66,3.03,32.97
B2026-0175,60,5.86,30.37,13.23,3.13,35.37
B2026-0175,66,5.88,30.43,10.34,3.47,32.56
B2026-0175,72,5.74,30.59,8.89,3.74,33.84
B2026-0176,0,5.95,30.02,47.69,1.35,4.78
B2026-0176,6,5.93,30.34,47.59,1.52,12.99
B2026-0176,12,5.9,29.79,49.23,1.88,15.9
B2026-0176,18,5.83,29.95,45.53,1.95,24.22
B2026-0176,24,5.9,30.11,40.54,2.4,26.54
B2026-0176,30,5.69,30.12,45.03,2.54,26.68
B2026-0176,36,5.59,29.97,41.38,2.81,29.78
B2026-0176,42,5.71,30.14,40.5,3.23,31.01
B2026-0176,48,5.57,29.99,37.34,3.14,32.03
B2026-0176,54,5.66,30.19,37.99,3.66,35.63
B2026-0176,60,5.49,29.93,37.6,3.9,32.89
B2026-0176,66,5.54,30.01,32.1,4.05,34.69
B2026-0176,72,5.48,30.3,31.61,4.37,36.59
B2026-0177,0,5.85,29.49,30.94,1.08,2.42
B2026-0177,6,5.75,29.39,35.69,1.22,11.05
B2026-0177,12,5.72,29.54,25.72,1.42,18.69
B2026-0177,18,5.75,29.75,28.48,1.84,22.34
B2026-0177,24,5.66,29.7,30.24,2.08,25.57
B2026-0177,30,5.58,29.67,25.35,2.09,28.6
B2026-0177,36,5.52,29.19,25.03,2.59,33.59
B2026-0177,42,5.42,29.58,24.91,2.82,30.48
B2026-0177,48,5.39,29.48,21.58,2.91,34.78
B2026-0177,54,5.39,29.18,19.37,3.26,33.97
B2026-0177,60,5.39,29.69,16.0,3.38,36.21
B2026-0177,66,5.21,29.46,19.1,3.8,35.2
B2026-0177,72,5.33,29.31,17.81,3.74,32.72
B2026-0178,0,6.98,29.32,46.84,1.15,6.67
B2026-0178,6,6.94,29.31,46.2,1.21,14.16
B2026-0178,12,6.88,29.46,39.7,1.24,16.83
B2026-0178,18,6.94,29.23,43.14,1.65,23.24
B2026-0178,24,6.79,29.65,41.26,1.98,28.77
B2026-0178,30,6.71,29.56,40.31,2.25,28.91
B2026-0178,36,6.68,29.27,35.31,2.24,31.35
B2026-0178,42,6.65,29.46,36.32,2.43,30.36
B2026-0178,48,6.61,29.28,32.0,2.97,30.55
B2026-0178,54,6.7,29.44,34.15,3.08,34.38
B2026-0178,60,6.64,29.24,30.28,3.08,31.35
B2026-0178,66,6.46,29.68,28.66,3.63,37.34
B2026-0178,72,6.64,29.68,32.14,3.64,34.77
B2026-0179,0,6.28,29.62,45.35,1.22,3.3
B2026-0179,6,6.14,29.68,42.08,1.27,12.57
B2026-0179,12,6.16,29.79,41.55,1.7,19.39
B2026-0179,18,6.13,29.65,37.71,1.82,24.87
B2026-0179,24,6.16,29.42,35.68,1.93,28.91
B2026-0179,30,6.07,29.51,34.22,2.12,28.02
B2026-0179,36,6.07,29.78,33.45,2.51,31.78
B2026-0179,42,5.9,29.61,34.64,2.66,29.43
B2026-0179,48,5.94,29.72,35.54,2.77,32.03
B2026-0179,54,5.88,29.67,30.99,3.14,31.77
B2026-0179,60,5.87,29.51,28.93,3.49,31.8
B2026-0179,66,5.79,29.43,27.94,3.62,34.46
B2026-0179,72,5.76,29.82,26.71,3.81,35.51
B2026-0180,0,5.72,30.37,53.2,1.48,6.21
B2026-0180,6,5.83,30.66,50.96,1.75,13.93
B2026-0180,12,5.79,30.43,51.97,2.16,18.63
B2026-0180,18,5.78,30.48,53.84,2.46,23.01
B2026-0180,24,5.7,30.6,50.4,2.55,23.91
B2026-0180,30,5.64,30.41,47.37,3.14,28.88
B2026-0180,36,5.73,30.5,46.01,3.52,28.33
B2026-0180,42,5.6,30.4,45.48,3.48,31.6
B2026-0180,48,5.58,30.45,45.06,4.08,32.75
B2026-0180,54,5.56,30.35,41.4,4.38,33.39
B2026-0180,60,5.5,30.52,40.95,4.73,37.39
B2026-0180,66,5.48,30.31,38.96,4.94,35.13
B2026-0180,72,5.48,30.13,39.38,5.41,35.28
B2026-0181,0,6.51,29.29,44.58,0.94,4.95
B2026-0181,6,6.47,29.43,44.78,1.11,11.25
B2026-0181,12,6.44,29.61,41.35,1.36,17.71
B2026-0181,18,6.34,29.23,42.58,1.54,23.45
B2026-0181,24,6.37,29.58,38.17,1.52,27.93
B2026-0181,30,6.21,29.35,40.94,1.61,30.43
B2026-0181,36,6.25,29.31,35.51,2.04,31.64
B2026-0181,42,6.22,29.57,32.91,1.87,34.65
B2026-0181,48,6.15,29.47,30.38,2.21,31.2
B2026-0181,54,6.1,29.23,28.57,2.29,30.02
B2026-0181,60,5.98,29.45,29.43,2.36,34.72
B2026-0181,66,5.96,29.44,26.92,2.61,34.07
B2026-0181,72,6.12,29.22,26.02,2.91,32.99
B2026-0182,0,6.02,30.22,41.97,1.25,3.65
B2026-0182,6,6.12,30.19,38.69,1.35,13.27
B2026-0182,12,6.04,30.43,34.99,1.75,17.17
B2026-0182,18,5.97,30.53,35.06,1.86,22.58
B2026-0182,24,5.85,30.11,35.46,2.09,27.3
B2026-0182,30,5.91,30.23,32.98,2.4,30.41
B2026-0182,36,5.82,30.25,29.94,2.84,31.62
B2026-0182,42,5.66,30.34,25.87,2.96,31.83
B2026-0182,48,5.76,30.38,29.22,3.15,31.63
B2026-0182,54,5.73,30.07,25.24,3.65,31.2
B2026-0182,60,5.67,30.22,28.62,3.67,33.17
B2026-0182,66,5.59,30.31,23.57,3.87,35.69
B2026-0182,72,5.63,30.43,20.79,4.26,34.11
B2026-0183,0,6.15,29.15,41.96,0.81,3.23
B2026-0183,6,6.03,29.25,38.99,1.05,13.06
B2026-0183,12,6.0,28.87,36.93,1.03,19.13
B2026-0183,18,5.88,29.06,34.81,1.31,21.91
B2026-0183,24,5.94,29.2,35.91,1.49,23.77
B2026-0183,30,5.83,29.02,34.53,1.77,29.63
B2026-0183,36,5.89,29.05,31.23,1.98,31.05
B2026-0183,42,5.76,29.41,32.02,2.0,30.96
B2026-0183,48,5.81,29.16,29.33,2.27,34.17
B2026-0183,54,5.72,29.26,28.6,2.42,32.36
B2026-0183,60,5.75,28.95,26.73,2.36,33.75
B2026-0183,66,5.57,29.15,25.21,2.57,34.16
B2026-0183,72,5.65,28.93,21.24,2.95,34.55
B2026-0184,0,6.36,30.01,54.59,1.11,3.04
B2026-0184,6,6.28,30.06,51.2,1.25,10.74
B2026-0184,12,6.35,29.76,52.36,1.42,18.69
B2026-0184,18,6.27,29.9,51.22,1.65,23.1
B2026-0184,24,6.19,29.71,51.16,2.17,26.04
B2026-0184,30,6.18,29.84,50.56,2.53,27.5
B2026-0184,36,6.14,30.05,44.74,2.44,29.93
B2026-0184,42,6.05,29.8,44.7,2.83,29.15
B2026-0184,48,5.96,29.96,44.62,2.82,33.69
B2026-0184,54,6.05,29.85,39.92,3.28,36.04
B2026-0184,60,5.88,29.86,42.53,3.41,31.27
B2026-0184,66,5.92,29.71,36.22,3.41,35.99
B2026-0184,72,5.8,29.91,38.34,3.86,34.88
B2026-0185,0,5.72,30.1,48.77,1.0,3.84
B2026-0185,6,5.65,30.14,50.91,1.36,11.57
B2026-0185,12,5.48,29.96,44.43,1.44,19.45
B2026-0185,18,5.58,30.36,46.51,1.97,24.67
B2026-0185,24,5.6,30.02,41.81,1.9,26.81
B2026-0185,30,5.45,29.93,43.21,2.04,26.84
B2026-0185,36,5.38,30.04,38.81,2.34,31.71
B2026-0185,42,5.44,29.98,36.6,2.51,32.98
B2026-0185,48,5.42,30.13,40.03,3.0,32.12
B2026-0185,54,5.41,30.04,38.08,3.09,30.49
B2026-0185,60,5.22,29.89,30.89,3.32,37.0
